fill	x	y	xmin	xmax	ymin	ymax
#FFFFFF	2.5	0	2.375	2.625	-0.5	0.5
#898989	2.5	1	2.375	2.625	0.5	1.5
#FFFFFF	2.25	1	2.125	2.375	0.5	1.5
#232323	2	1	1.875	2.125	0.5	1.5
#4B4B4B	1.5	1	1.375	1.625	0.5	1.5
#4B4B4B	2.25	0	2.125	2.375	-0.5	0.5
#000000	1.5	0	1.375	1.625	-0.5	0.5
#898989	0.5	0	0.375	0.625	-0.5	0.5
#4B4B4B	1.75	0	1.625	1.875	-0.5	0.5
#000000	0.75	0	0.625	0.875	-0.5	0.5
#FFFFFF	1.75	1	1.625	1.875	0.5	1.5
#4B4B4B	2	0	1.875	2.125	-0.5	0.5
#898989	1.25	0	1.125	1.375	-0.5	0.5
#898989	0	0	-0.125	0.125	-0.5	0.5
#FFFFFF	1.25	1	1.125	1.375	0.5	1.5
#232323	1	0	0.875	1.125	-0.5	0.5
