group	x	y	clickSelects	showSelected1
34	-25.25	-0.25	27	5600,0
34	-25.25	0.25	27	5600,0
34	-24.75	0.25	27	5600,0
34	-24.75	-0.25	27	5600,0
34	-25.25	-0.25	27	5600,0
13	-24.25	0.75	2	5600,0
13	-24.25	1.25	2	5600,0
13	-23.75	1.75	2	5600,0
13	-23.25	1.75	2	5600,0
13	-23.25	1.25	2	5600,0
13	-23.75	0.75	2	5600,0
13	-24.25	0.75	2	5600,0
13	-43.25	31.75	2	5650,0
13	-43.25	32.25	2	5650,0
13	-42.75	32.25	2	5650,0
13	-42.75	31.75	2	5650,0
13	-43.25	31.75	2	5650,0
14	-22.25	2.75	2	5600,0
14	-22.25	3.25	2	5600,0
14	-21.75	3.25	2	5600,0
14	-21.75	2.75	2	5600,0
14	-22.25	2.75	2	5600,0
14	-33.75	41.25	2	5650,0
14	-33.75	41.75	2	5650,0
14	-33.25	41.75	2	5650,0
14	-33.25	41.25	2	5650,0
14	-33.75	41.25	2	5650,0
15	-17.75	7.25	2	5600,0
15	-17.75	7.75	2	5600,0
15	-17.25	7.75	2	5600,0
15	-17.25	7.25	2	5600,0
15	-17.75	7.25	2	5600,0
15	-44.75	28.25	2	5650,0
15	-44.75	28.75	2	5650,0
15	-44.25	29.25	2	5650,0
15	-43.25	29.25	2	5650,0
15	-42.75	29.75	2	5650,0
15	-42.75	30.75	2	5650,0
15	-40.75	32.75	2	5650,0
15	-39.75	32.75	2	5650,0
15	-39.75	33.75	2	5650,0
15	-39.25	34.25	2	5650,0
15	-38.75	34.25	2	5650,0
15	-38.25	33.75	2	5650,0
15	-38.25	33.25	2	5650,0
15	-38.75	32.75	2	5650,0
15	-38.75	32.25	2	5650,0
15	-38.25	31.75	2	5650,0
15	-37.75	31.75	2	5650,0
15	-36.75	32.75	2	5650,0
15	-36.25	32.75	2	5650,0
15	-36.25	32.25	2	5650,0
15	-37.25	31.25	2	5650,0
15	-37.25	30.25	2	5650,0
15	-38.25	29.25	2	5650,0
15	-40.25	29.25	2	5650,0
15	-40.25	27.25	2	5650,0
15	-40.75	27.25	2	5650,0
15	-41.25	27.75	2	5650,0
15	-41.25	28.75	2	5650,0
15	-41.75	28.75	2	5650,0
15	-44.25	26.25	2	5650,0
15	-44.25	25.75	2	5650,0
15	-43.75	25.75	2	5650,0
15	-42.25	27.25	2	5650,0
15	-41.75	27.25	2	5650,0
15	-41.75	26.75	2	5650,0
15	-43.25	25.25	2	5650,0
15	-43.25	24.25	2	5650,0
15	-44.75	24.25	2	5650,0
15	-44.75	28.25	2	5650,0
16	-23.25	-0.25	2	5600,0
16	-23.25	0.25	2	5600,0
16	-22.75	0.75	2	5600,0
16	-22.25	0.75	2	5600,0
16	-21.75	0.25	2	5600,0
16	-21.75	-0.25	2	5600,0
16	-23.25	-0.25	2	5600,0
16	-32.75	40.25	2	5650,0
16	-32.75	40.75	2	5650,0
16	-32.25	40.75	2	5650,0
16	-31.25	39.75	2	5650,0
16	-31.25	39.25	2	5650,0
16	-31.75	38.75	2	5650,0
16	-31.75	38.25	2	5650,0
16	-29.75	38.25	2	5650,0
16	-29.75	37.75	2	5650,0
16	-31.25	36.25	2	5650,0
16	-31.25	35.25	2	5650,0
16	-31.75	34.75	2	5650,0
16	-32.75	34.75	2	5650,0
16	-32.75	34.25	2	5650,0
16	-32.25	33.75	2	5650,0
16	-32.25	33.25	2	5650,0
16	-32.75	33.25	2	5650,0
16	-33.25	33.75	2	5650,0
16	-33.75	33.75	2	5650,0
16	-34.25	33.25	2	5650,0
16	-34.75	33.25	2	5650,0
16	-34.75	34.25	2	5650,0
16	-35.25	34.25	2	5650,0
16	-35.25	33.25	2	5650,0
16	-35.75	33.25	2	5650,0
16	-36.75	34.25	2	5650,0
16	-36.75	34.75	2	5650,0
16	-34.75	36.75	2	5650,0
16	-34.75	37.75	2	5650,0
16	-32.75	39.75	2	5650,0
16	-32.75	40.25	2	5650,0
17	-21.75	1.25	2	5600,0
17	-21.75	1.75	2	5600,0
17	-21.25	1.75	2	5600,0
17	-21.25	1.25	2	5600,0
17	-21.75	1.25	2	5600,0
17	-33.75	35.25	2	5650,0
17	-33.75	35.75	2	5650,0
17	-33.25	35.75	2	5650,0
17	-33.25	35.25	2	5650,0
17	-33.75	35.25	2	5650,0
18	-20.75	2.25	2	5600,0
18	-20.75	2.75	2	5600,0
18	-18.75	4.75	2	5600,0
18	-18.25	4.75	2	5600,0
18	-17.75	4.25	2	5600,0
18	-17.75	3.75	2	5600,0
18	-19.75	1.75	2	5600,0
18	-19.75	1.25	2	5600,0
18	-19.25	0.75	2	5600,0
18	-18.25	0.75	2	5600,0
18	-18.25	0.25	2	5600,0
18	-18.75	-0.25	2	5600,0
18	-19.25	-0.25	2	5600,0
18	-19.75	0.25	2	5600,0
18	-20.75	0.25	2	5600,0
18	-20.75	0.75	2	5600,0
18	-20.25	1.25	2	5600,0
18	-20.25	1.75	2	5600,0
18	-20.75	2.25	2	5600,0
19	-15.75	7.25	2	5600,0
19	-15.75	7.75	2	5600,0
19	-11.75	11.75	2	5600,0
19	-11.25	11.75	2	5600,0
19	-11.25	11.25	2	5600,0
19	-15.25	7.25	2	5600,0
19	-15.75	7.25	2	5600,0
20	-10.75	12.25	2	5600,0
20	-10.75	12.75	2	5600,0
20	-5.25	18.25	2	5600,0
20	-4.25	18.25	2	5600,0
20	-4.25	19.25	2	5600,0
20	2.75	26.25	2	5600,0
20	3.75	26.25	2	5600,0
20	4.75	27.25	2	5600,0
20	4.75	28.25	2	5600,0
20	5.25	28.25	2	5600,0
20	5.25	23.75	2	5600,0
20	2.75	21.25	2	5600,0
20	1.75	21.25	2	5600,0
20	1.75	20.25	2	5600,0
20	-0.75	17.75	2	5600,0
20	-1.75	17.75	2	5600,0
20	-1.75	16.75	2	5600,0
20	-13.75	4.75	2	5600,0
20	-13.75	4.25	2	5600,0
20	-13.25	3.75	2	5600,0
20	-13.25	3.25	2	5600,0
20	-13.75	3.25	2	5600,0
20	-15.75	5.25	2	5600,0
20	-15.75	5.75	2	5600,0
20	-15.25	5.75	2	5600,0
20	-14.75	5.25	2	5600,0
20	-14.25	5.25	2	5600,0
20	-3.25	16.25	2	5600,0
20	-3.25	17.25	2	5600,0
20	-2.75	17.75	2	5600,0
20	-2.75	18.25	2	5600,0
20	-3.25	18.25	2	5600,0
20	-4.25	17.25	2	5600,0
20	-5.25	17.25	2	5600,0
20	-5.75	16.75	2	5600,0
20	-5.75	15.75	2	5600,0
20	-9.25	12.25	2	5600,0
20	-10.75	12.25	2	5600,0
21	-1.25	20.75	2	5600,0
21	-1.25	21.25	2	5600,0
21	-0.75	21.25	2	5600,0
21	-0.75	20.75	2	5600,0
21	-1.25	20.75	2	5600,0
5	-23.25	1.75	13	5600,0
5	-23.25	2.25	13	5600,0
5	-22.75	2.75	13	5600,0
5	-22.25	2.75	13	5600,0
5	-22.25	2.25	13	5600,0
5	-22.75	1.75	13	5600,0
5	-23.25	1.75	13	5600,0
6	-21.25	-0.25	13	5600,0
6	-21.25	0.25	13	5600,0
6	-20.75	0.25	13	5600,0
6	-20.75	-0.25	13	5600,0
6	-21.25	-0.25	13	5600,0
8	-21.75	3.25	15	5600,0
8	-21.75	3.75	15	5600,0
8	-19.75	5.75	15	5600,0
8	-19.25	5.75	15	5600,0
8	-19.25	5.25	15	5600,0
8	-21.25	3.25	15	5600,0
8	-21.75	3.25	15	5600,0
60	-17.25	7.75	5	5600,0
60	-17.25	8.25	5	5600,0
60	4.75	30.25	5	5600,0
60	5.25	30.25	5	5600,0
60	5.25	29.75	5	5600,0
60	-16.75	7.75	5	5600,0
60	-17.25	7.75	5	5600,0
60	-44.75	30.25	5	5650,0
60	-44.75	30.75	5	5650,0
60	-43.75	31.75	5	5650,0
60	-43.25	31.75	5	5650,0
60	-43.25	30.75	5	5650,0
60	-42.75	30.25	5	5650,0
60	-42.75	29.75	5	5650,0
60	-43.25	29.25	5	5650,0
60	-43.75	29.25	5	5650,0
60	-43.75	30.25	5	5650,0
60	-44.75	30.25	5	5650,0
61	3.25	26.25	5	5600,0
61	3.25	26.75	5	5600,0
61	4.25	27.75	5	5600,0
61	4.75	27.75	5	5600,0
61	4.75	27.25	5	5600,0
61	3.75	26.25	5	5600,0
61	3.25	26.25	5	5600,0
62	-15.75	6.25	5	5600,0
62	-15.75	6.75	5	5600,0
62	-10.25	12.25	5	5600,0
62	-9.25	12.25	5	5600,0
62	-5.75	15.75	5	5600,0
62	-5.75	16.75	5	5600,0
62	-5.25	17.25	5	5600,0
62	-4.25	17.25	5	5600,0
62	-3.25	18.25	5	5600,0
62	-2.75	18.25	5	5600,0
62	-2.75	17.75	5	5600,0
62	-3.25	17.25	5	5600,0
62	-3.25	16.25	5	5600,0
62	-14.25	5.25	5	5600,0
62	-14.75	5.25	5	5600,0
62	-15.75	6.25	5	5600,0
43	-42.75	32.25	32	5650,0
43	-42.75	32.75	32	5650,0
43	-37.25	38.25	32	5650,0
43	-36.75	38.25	32	5650,0
43	-36.75	37.75	32	5650,0
43	-42.25	32.25	32	5650,0
43	-42.75	32.25	32	5650,0
44	-40.25	32.75	32	5650,0
44	-40.25	33.25	32	5650,0
44	-39.75	33.25	32	5650,0
44	-39.75	32.75	32	5650,0
44	-40.25	32.75	32	5650,0
45	-38.75	34.25	32	5650,0
45	-38.75	34.75	32	5650,0
45	-37.25	36.25	32	5650,0
45	-36.25	36.25	32	5650,0
45	-35.25	37.25	32	5650,0
45	-34.75	37.25	32	5650,0
45	-34.75	36.75	32	5650,0
45	-36.75	34.75	32	5650,0
45	-36.75	34.25	32	5650,0
45	-36.25	33.75	32	5650,0
45	-36.25	33.25	32	5650,0
45	-37.75	31.75	32	5650,0
45	-38.25	31.75	32	5650,0
45	-38.75	32.25	32	5650,0
45	-38.75	32.75	32	5650,0
45	-38.25	33.25	32	5650,0
45	-38.25	33.75	32	5650,0
45	-38.75	34.25	32	5650,0
46	-37.25	30.75	32	5650,0
46	-37.25	31.25	32	5650,0
46	-35.25	33.25	32	5650,0
46	-34.25	33.25	32	5650,0
46	-33.75	33.75	32	5650,0
46	-33.25	33.75	32	5650,0
46	-32.75	33.25	32	5650,0
46	-32.25	33.25	32	5650,0
46	-32.25	33.75	32	5650,0
46	-32.75	34.25	32	5650,0
46	-32.75	34.75	32	5650,0
46	-31.75	34.75	32	5650,0
46	-31.25	35.25	32	5650,0
46	-31.25	36.25	32	5650,0
46	-29.75	37.75	32	5650,0
46	-29.25	37.75	32	5650,0
46	-27.75	36.25	32	5650,0
46	-27.75	35.75	32	5650,0
46	-29.75	33.75	32	5650,0
46	-30.75	33.75	32	5650,0
46	-32.25	32.25	32	5650,0
46	-32.25	31.25	32	5650,0
46	-32.75	30.75	32	5650,0
46	-33.25	30.75	32	5650,0
46	-33.75	31.25	32	5650,0
46	-33.75	32.25	32	5650,0
46	-35.25	32.25	32	5650,0
46	-36.75	30.75	32	5650,0
46	-37.25	30.75	32	5650,0
47	-29.75	29.25	32	5650,0
47	-29.75	29.75	32	5650,0
47	-25.75	33.75	32	5650,0
47	-25.25	33.75	32	5650,0
47	-24.75	33.25	32	5650,0
47	-24.75	32.75	32	5650,0
47	-27.75	29.75	32	5650,0
47	-27.75	29.25	32	5650,0
47	-25.75	27.25	32	5650,0
47	-25.25	27.25	32	5650,0
47	-25.25	27.75	32	5650,0
47	-25.75	28.25	32	5650,0
47	-25.75	28.75	32	5650,0
47	-25.25	28.75	32	5650,0
47	-23.75	27.25	32	5650,0
47	-23.75	26.75	32	5650,0
47	-24.25	26.25	32	5650,0
47	-24.25	25.75	32	5650,0
47	-23.75	25.75	32	5650,0
47	-23.25	26.25	32	5650,0
47	-22.75	26.25	32	5650,0
47	-16.25	19.75	32	5650,0
47	-16.25	17.75	32	5650,0
47	-11.75	13.25	32	5650,0
47	-11.75	12.75	32	5650,0
47	-12.25	12.75	32	5650,0
47	-16.75	17.25	32	5650,0
47	-17.75	17.25	32	5650,0
47	-21.75	21.25	32	5650,0
47	-21.75	22.25	32	5650,0
